SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,244th St SW,Bothell,WA,98021,380000,0,,Bothell,,16117,,114,,,Active,,,http://www.redfin.com/WA/Bothell/244th-St-SW-98021/home/166923242,NWMLS,1463713,N,Y,47.777544,-122.234631
MLS Listing,,Condo/Co-op,27004 47th Ave S #203,Kent,WA,98032,225000,2,1.75,West Hill,1166,194990,1983,114,193,336,Active,,,http://www.redfin.com/WA/Kent/27004-47th-Ave-S-98032/unit-203/home/166922333,NWMLS,1466000,N,Y,47.3595492,-122.2745139
MLS Listing,,Vacant Land,3800 Crystal Springs Dr NE,Bainbridge Island,WA,98110,349000,0,,Crystal Springs,,29185,,114,,,Active,,,http://www.redfin.com/WA/Bainbridge-Island/3800-Crystal-Springs-Dr-NE-98110/home/161123988,NWMLS,1465474,N,Y,47.598519,-122.5762671
MLS Listing,,Single Family Residential,13514 35th Ave S,Tukwila,WA,98168,395000,4,1.0,Tukwila,1318,6000,1944,114,300,,Active,,,http://www.redfin.com/WA/Tukwila/13514-35th-Ave-S-98168/home/190817,NWMLS,1463137,N,Y,47.482027,-122.2876531
MLS Listing,,Vacant Land,4 Weyers Ln SW,Port Orchard,WA,98367,299000,0,,Fernwood,,435937,,115,,,Active,,,http://www.redfin.com/WA/Port-Orchard/4-Weyers-Ln-SW-98367/home/144041213,NWMLS,1461988,N,Y,47.505829,-122.661957
MLS Listing,,Vacant Land,1 Weyers Ln SW,Port Orchard,WA,98367,149950,0,,Fernwood,,214751,,115,,,Active,,,http://www.redfin.com/WA/Port-Orchard/1-Weyers-Ln-SW-98367/home/144041099,NWMLS,1461980,N,Y,47.506502,-122.662647
MLS Listing,,Vacant Land,2 Weyers Ln SW,Port Orchard,WA,98367,159950,0,,Fernwood,,193406,,115,,,Active,,,http://www.redfin.com/WA/Port-Orchard/2-Weyers-Ln-SW-98367/home/144041156,NWMLS,1461983,N,Y,47.505965,-122.661381
MLS Listing,,Condo/Co-op,4404 146th Pl NE Unit N17,Bellevue,WA,98007,307000,1,1.0,Microsoft,833,425059,1980,115,369,384,Active,,,http://www.redfin.com/WA/Bellevue/4404-146th-Pl-NE-98007/unit-N17/home/8092,NWMLS,1464413,N,Y,47.6499813,-122.1448161
MLS Listing,,Vacant Land,9909 14th Ave S,Seattle,WA,98108,300000,0,,Boulevard Park,,22000,,115,,,Active,,,http://www.redfin.com/WA/Seattle/9909-14th-Ave-S-98108/home/22451483,NWMLS,1466512,N,Y,47.5144536,-122.3179613
MLS Listing,,Condo/Co-op,129 Warren Ave N #19,Seattle,WA,98109,260990,0,1.0,Queen Anne,317,14400,1907,115,823,413,Active,,,http://www.redfin.com/WA/Seattle/129-Warren-Ave-N-98109/unit-19/home/12304964,NWMLS,1457652,N,Y,47.6195115,-122.3545162
MLS Listing,,Vacant Land,1217 A W Howe St,Seattle,WA,98119,450000,0,,Queen Anne,,3516,,115,,,Active,,,http://www.redfin.com/WA/Seattle/1217-W-Howe-St-98119/home/134777,NWMLS,1466254,N,Y,47.6357753,-122.3733883
MLS Listing,,Condo/Co-op,420 3rd Ave S #4,Edmonds,WA,98020,315000,1,1.0,Downtown Edmonds,741,14300,1990,115,425,201,Active,,,http://www.redfin.com/WA/Edmonds/420-3rd-Ave-S-98020/unit-4/home/2866162,NWMLS,1465098,N,Y,47.806826,-122.3809092
MLS Listing,,Townhouse,133 SW 185th Ln,Normandy Park,WA,98166,449950,2,2.5,Normandy Park,1358,3192,2018,115,331,95,Active,,,http://www.redfin.com/WA/Normandy-Park/133-SW-185th-St-98166/home/145708402,NWMLS,1466460,N,Y,47.4374624,-122.3364098
MLS Listing,,Condo/Co-op,22567 SE 42nd Ter,Issaquah,WA,98029,375900,2,1.75,Providence Point,1400,,1987,115,269,730,Active,,,http://www.redfin.com/WA/Issaquah/22567-SE-42nd-Ter-98029/unit-1190/home/13401,NWMLS,1466299,N,Y,47.5696937,-122.0390061
MLS Listing,,Single Family Residential,2507 Reid Ave,Bremerton,WA,98310,499500,3,1.75,East Bremerton,3404,20038,1925,115,147,,Active,,,http://www.redfin.com/WA/Bremerton/2507-Reid-Ave-98310/home/2333353,NWMLS,1460472,N,Y,47.5820691,-122.6356216
MLS Listing,,Vacant Land,113 85th Ave S,Seattle,WA,98178,198000,0,,Bryn Mawr,,3190,,115,,,Active,,,http://www.redfin.com/WA/Seattle/113-85th-Ave-S-98178/home/166888520,NWMLS,1465939,N,Y,47.501273,-122.225764
MLS Listing,,Vacant Land,169XX SE 140th St,Renton,WA,98059,230000,0,,Briarwood,,21582,,116,,,Active,,,http://www.redfin.com/WA/Renton/169XX-SE-140th-St-98059/home/166895841,NWMLS,1465067,N,Y,47.476973,-122.114812
MLS Listing,,Vacant Land,8174 SE Southworth Dr,Port Orchard,WA,98366,180000,0,,South Colby,,12632,,116,,,Active,,,http://www.redfin.com/WA/Port-Orchard/8174-SE-Southworth-Dr-98366/home/12120756,NWMLS,1465744,N,Y,47.5216641,-122.5424165
MLS Listing,,Vacant Land,2228 SW Orchard,Seattle,WA,98106,420000,0,,Delridge,,12887,,116,,,Active,,,http://www.redfin.com/WA/Seattle/2228-SW-Orchard-St-98106/home/44592405,NWMLS,1465207,N,Y,47.5379609,-122.3622303
MLS Listing,,Single Family Residential,11216 59th Ave S,Seattle,WA,98178,279000,2,1.0,Skyway,630,8375,1920,116,443,,Active,,,http://www.redfin.com/WA/Seattle/11216-59th-Ave-S-98178/home/196312,NWMLS,1457597,N,Y,47.4997276,-122.2593076
MLS Listing,,Single Family Residential,5592 Kina Pl SE,Port Orchard,WA,98367,468000,3,2.5,Port Orchard,2133,101495,1978,116,219,,Active,,,http://www.redfin.com/WA/Unknown/American-Pl-SE-98367/home/2184651,NWMLS,1456185,N,Y,47.498591,-122.566454
MLS Listing,,Condo/Co-op,1760 N Northlake Way #324,Seattle,WA,98103,499900,1,1.0,Wallingford,810,54677,2002,116,617,434,Active,,,http://www.redfin.com/WA/Seattle/1760-N-Northlake-Way-98103/unit-324/home/12448762,NWMLS,1464456,N,Y,47.647079,-122.3368311
MLS Listing,,Condo/Co-op,5450 Leary Ave NW #657,Seattle,WA,98107,474050,1,1.0,Ballard,730,,2007,117,649,344,Active,,,http://www.redfin.com/WA/Seattle/5450-Leary-Ave-NW-98107/unit-657/home/18657839,NWMLS,1464448,N,Y,47.6680741,-122.3831385
MLS Listing,,Townhouse,915 B N 103rd St,Seattle,WA,98133,469950,2,1.75,Greenwood,1233,899,2019,117,381,,Active,,,http://www.redfin.com/WA/Seattle/915-B-N-103rd-St-98133/home/166862429,NWMLS,1457995,N,Y,47.703396,-122.346621
MLS Listing,,Vacant Land,800 4th Ave N,Kent,WA,98032,249900,0,,Downtown Kent,,12108,,117,,,Active,,,http://www.redfin.com/WA/Kent/800-4th-Ave-N-98032/home/22507189,NWMLS,1464770,N,Y,47.3897287,-122.2378118
MLS Listing,,Vacant Land,21524 189th Ave SE,Monroe,WA,98272,299950,0,,South Monroe,,365904,,117,,,Active,,,http://www.redfin.com/WA/Monroe/21524-189th-Ave-SE-98272/home/2587394,NWMLS,1464341,N,Y,47.799473,-121.9761989
MLS Listing,,Vacant Land,X Turko Ln,Seabeck,WA,98380,243950,0,,Seabeck,,217800,,117,,,Active,,,http://www.redfin.com/WA/Seabeck/X-Turko-Ln-98380/home/147004614,NWMLS,1463780,N,Y,47.629059,-122.813435
MLS Listing,,Vacant Land,2912 E Quilcene Rd,Quilcene,WA,98376,115000,0,,East Quilcene,,50094,,118,,,Active,,,http://www.redfin.com/WA/Quilcene/2912-E-Quilcene-Rd-98376/home/21624127,NWMLS,1464070,N,Y,47.802439,-122.844129
MLS Listing,,Vacant Land,5153 S Director St,Seattle,WA,98118,218000,0,,Rainier Beach,,4200,,118,,,Active,,,http://www.redfin.com/WA/Seattle/5153-S-Director-St-98118/home/145303948,NWMLS,1464201,N,Y,47.5216968,-122.2677619
MLS Listing,,Condo/Co-op,4308 NE Sunset Blvd Unit X-8,Renton,WA,98059,174950,1,1.0,Highlands,594,564326,1976,119,295,342,Active,,,http://www.redfin.com/WA/Renton/4308-NE-Sunset-Blvd-98059/unit-X-8/home/166855376,NWMLS,1464004,N,Y,47.5052251,-122.1621911
MLS Listing,,Vacant Land,31123 Baltic Ln NE,Poulsbo,WA,98370,275000,0,,Lofall,,40946,,120,,,Active,,,http://www.redfin.com/WA/Poulsbo/31123-Baltic-Ln-NE-98370/home/166854076,NWMLS,1463658,N,Y,47.8429548,-122.6167704
MLS Listing,,Vacant Land,19223 Robinwood Rd SW,Vashon,WA,98070,419000,0,,Westside,,94464,,120,,,Active,,,http://www.redfin.com/WA/Vashon/19223-Robinwood-Rd-SW-98070/home/522265,NWMLS,1463403,N,Y,47.432554,-122.5106349
MLS Listing,,Vacant Land,12115 126th Ave NW,Gig Harbor,WA,98329,425000,0,,Minter,,296208,,120,,,Active,,,http://www.redfin.com/WA/Gig-Harbor/12115-126th-Ave-NW-98329/home/166851598,NWMLS,1459734,N,Y,47.3682604,-122.7057002
MLS Listing,,Vacant Land,252 SE Mirrormont Blvd,Issaquah,WA,98027,189000,0,,Mirrormont,,37690,,120,,,Active,,,http://www.redfin.com/WA/Issaquah/252-SE-Mirrormont-Blvd-98027/home/108566549,NWMLS,1458341,N,Y,47.466746,-122.016843
MLS Listing,,Vacant Land,251 SE Mirrormont Blvd,Issaquah,WA,98027,189000,0,,Mirrormont,,37690,,120,,,Active,,,http://www.redfin.com/WA/Issaquah/251-SE-Mirrormont-Blvd-98027/unit-83/home/145683963,NWMLS,1458343,N,Y,47.466499,-122.016656
MLS Listing,,Vacant Land,13863 351st Ave NE,Duvall,WA,98019,144500,0,,Stossel Creek,,222900,,121,,,Active,,,http://www.redfin.com/WA/Duvall/13863-351st-Ave-NE-98019/home/58824380,NWMLS,1456467,N,Y,47.7206444,-121.8702466
MLS Listing,,Condo/Co-op,707 N 130th St Unit B204,Seattle,WA,98133,299000,2,1.0,Bitter Lake,768,,1987,121,389,395,Active,,,http://www.redfin.com/WA/Seattle/707-N-130th-St-98133/unit-B204/home/9134,NWMLS,1463267,N,Y,47.7230436,-122.3498511
MLS Listing,,Vacant Land,1 SE Frageria Rd,Port Orchard,WA,98367,300000,0,,Fragaria,,476111,,121,,,Active,,,http://www.redfin.com/WA/Port-Orchard/1-SE-Fragaria-Rd-98367/home/166839842,NWMLS,1463033,N,Y,47.45841,-122.564005
MLS Listing,,Vacant Land,17122 Kinnear Rd NE,Bainbridge Island,WA,98110,259900,0,,Agate Point,,43560,,121,,,Active,,,http://www.redfin.com/WA/Bainbridge-Island/17122-Kinnear-Rd-NE-98110/home/161161284,NWMLS,1460756,N,Y,47.718047,-122.546226
MLS Listing,,Vacant Land,2420 SW 228th St,Brier,WA,98036,100000,0,,Brier,,16117,,122,,,Active,,,http://www.redfin.com/WA/Brier/2420-228th-St-SW-98036/home/113422863,NWMLS,1462959,N,Y,47.7917196,-122.2655922
MLS Listing,,Condo/Co-op,1125 E Olive St #403,Seattle,WA,98122,339000,0,1.0,Capitol Hill,506,14524,2001,122,670,303,Active,,,http://www.redfin.com/WA/Seattle/1125-E-Olive-St-98122/unit-403/home/12091971,NWMLS,1462608,N,Y,47.616174,-122.3172768
MLS Listing,,Mobile/Manufactured Home,81 Oak St,Quilcene,WA,98376,165000,3,1.5,Fishermans Harbor,1440,17016,1976,122,115,,Active,,,http://www.redfin.com/WA/Quilcene/81-Oak-St-98376/home/75273797,NWMLS,1462378,N,Y,47.6970959,-122.8017657
MLS Listing,,Single Family Residential,13611 1st Ave SW,Burien,WA,98166,449500,4,2.5,Burien,2600,8775,1943,122,173,,Active,,,http://www.redfin.com/WA/Burien/13611-1st-Ave-SW-98166/home/183880,NWMLS,1462208,N,Y,47.4809268,-122.3354618
MLS Listing,,Single Family Residential,743 N 102nd St,Seattle,WA,98133,500000,2,1.0,Greenwood,840,3844,1911,123,595,,Active,,,http://www.redfin.com/WA/Seattle/743-N-102nd-St-98133/home/99243,NWMLS,1458686,N,Y,47.7027093,-122.348188
MLS Listing,,Condo/Co-op,2920 Eastlake Ave E #203,Seattle,WA,98102,489900,0,1.0,Eastlake,792,,2005,123,619,320,Active,,,http://www.redfin.com/WA/Seattle/2920-Eastlake-Ave-E-98102/unit-203/home/2075561,NWMLS,1460936,N,Y,47.647818,-122.3237482
MLS Listing,,Single Family Residential,23255 Rhododendron Ln NW,Poulsbo,WA,98370,424300,3,1.75,Poulsbo,1622,33977,1986,123,262,,Active,,,http://www.redfin.com/WA/Poulsbo/23255-Rhododendron-Ln-NW-98370/home/2160817,NWMLS,1460544,N,Y,47.7744098,-122.675705
MLS Listing,,Single Family Residential,1182 NE Sockeye Ct,Bremerton,WA,98311,425888,3,2.5,Central Kitsap,2154,6098,2019,123,198,30,Active,,,http://www.redfin.com/WA/Bremerton/Unknown-98311/home/168708214,NWMLS,1460946,N,Y,47.645123,-122.636201
MLS Listing,,Single Family Residential,8412 12th Ave S,Seattle,WA,98108,424999,2,1.0,South Park,1090,5880,1945,123,390,,Active,,,http://www.redfin.com/WA/Seattle/8412-12th-Ave-S-98108/home/477199,NWMLS,1461950,N,Y,47.5276994,-122.3173175
MLS Listing,,Vacant Land,204xx Little Bear Creek Rd,Woodinville,WA,98072,150000,0,,Woodinville,,20038,,123,,,Active,,,http://www.redfin.com/WA/North-Creek/Little-Bear-Creek-Rd-98072/home/166804688,NWMLS,1460290,N,Y,47.811576,-122.159638
MLS Listing,,Condo/Co-op,19855 25th Ave NE #308,Shoreline,WA,98155,248000,1,1.0,Ballinger,715,134516,1983,123,347,330,Active,,,http://www.redfin.com/WA/Shoreline/19855-25th-Ave-NE-98155/unit-308/home/828,NWMLS,1458688,N,Y,47.7734853,-122.3045619
MLS Listing,,Vacant Land,236xx SE 32nd Way,Sammamish,WA,98075,425000,0,,Sammamish,,62500,,123,,,Active,,,http://www.redfin.com/WA/Issaquah/236xx-SE-32nd-Way-98075/home/166791304,NWMLS,1461265,N,Y,47.580598,-122.024469
MLS Listing,,Single Family Residential,13607 NW 136th St Ct,Gig Harbor,WA,98329,289900,3,1.0,Lake Of The Woods,1110,13800,1978,124,261,36,Active,,,http://www.redfin.com/WA/Gig-Harbor/13607-136th-St-Ct-NW-98329/home/2885265,NWMLS,1457482,N,Y,47.3822656,-122.7179301
MLS Listing,,Condo/Co-op,4152 Providence Point Dr SE #107,Issaquah,WA,98029,289900,1,1.5,Providence Point,1100,,1985,125,264,691,Active,,,http://www.redfin.com/WA/Issaquah/4152-Providence-Point-Dr-SE-98029/unit-107/home/69255,NWMLS,1460446,N,Y,47.5719845,-122.0445328
MLS Listing,,Vacant Land,2 Lots A & B Venice Loop NE,Bainbridge Island,WA,98110,329000,0,,Arrow Point,,26136,,125,,,Active,,,http://www.redfin.com/WA/Bainbridge-Island/2-Venice-Loop-NE-98110/home/166758963,NWMLS,1460571,N,Y,47.671714,-122.576292
MLS Listing,,Single Family Residential,24262 183rd Ave SE,Covington,WA,98042,389000,3,1.75,Covington,1853,10874,1966,125,210,,Active,,,http://www.redfin.com/WA/Covington/24262-183rd-Ave-SE-98042/home/394204,NWMLS,1460223,N,Y,47.383795,-122.0974064
MLS Listing,,Condo/Co-op,668 S Lane St #713,Seattle,WA,98104,388000,1,1.0,International District,657,14400,2002,125,591,384,Active,,,http://www.redfin.com/WA/Seattle/668-S-Lane-St-98104/unit-713/home/8188837,NWMLS,1444093,N,Y,47.5969277,-122.324136
MLS Listing,,Vacant Land,272 SE 193rd St,Maple Valley,WA,98038,134000,0,,Hobart,,171542,,125,,,Active,,,http://www.redfin.com/WA/Hobart/272-SE-193rd-St-98038/home/166755139,NWMLS,1460090,N,Y,47.428775,-121.978981
MLS Listing,,Condo/Co-op,3640 224th Pl SE,Issaquah,WA,98029,357000,2,1.75,Providence Point,1262,,1990,125,283,684,Active,,,http://www.redfin.com/WA/Issaquah/3640-224th-Pl-SE-98029/unit-1311/home/71537,NWMLS,1459843,N,Y,47.5763275,-122.0399505
MLS Listing,,Vacant Land,9401 Lake City Way NE,Seattle,WA,98115,295500,0,,Maple Leaf,,33925,,125,,,Active,,,http://www.redfin.com/WA/Seattle/9401-Lake-City-Way-NE-98115/home/40316484,NWMLS,1460183,N,Y,47.6971501,-122.3060516
MLS Listing,,Vacant Land,2015 W Lake Sammamish Pkwy SE,Bellevue,WA,98008,300000,0,,West Lake Sammamish,,9842,,126,,,Active,,,http://www.redfin.com/WA/Bellevue/2015-W-Lake-Sammamish-Pkwy-SE-98008/home/22523383,NWMLS,1457293,N,Y,47.5921228,-122.1115788
MLS Listing,,Vacant Land,8001 Coyle Rd,Quilcene,WA,98376,115000,0,,Quilcene,,425581,,126,,,Active,,,http://www.redfin.com/WA/Quilcene/8001-Coyle-Rd-98376/home/166751792,NWMLS,1460061,N,Y,47.7798779,-122.7741021
MLS Listing,,Single Family Residential,4605 Keppel Lp SW,Port Orchard,WA,98367,482490,3,2.25,McCormick,2767,5000,2019,127,174,60,Active,,,http://www.redfin.com/WA/Port-Orchard/4605-S-Saint-W-98366/home/166747482,NWMLS,1459903,N,Y,47.507,-122.676
MLS Listing,,Single Family Residential,10025 SW 188th St,Vashon,WA,98070,425000,3,1.0,Center,1070,46786,1935,128,397,,Active,,,http://www.redfin.com/WA/Vashon/10025-SW-188th-St-98070/home/520843,NWMLS,1454190,N,Y,47.4362836,-122.4627656
MLS Listing,,Mobile/Manufactured Home,408 Kingsway W,Bremerton,WA,98312,349900,3,1.75,Lake Tahuyeh,1527,12632,2000,128,229,11,Active,,,http://www.redfin.com/WA/Bremerton/408-Kingsway-W-98312/home/2405131,NWMLS,1454277,N,Y,47.561537,-122.837102
MLS Listing,,Townhouse,15414 35th Ave W #5,Lynnwood,WA,98087,405000,3,2.5,Lynnwood,1788,217048,2002,128,227,328,Active,,,http://www.redfin.com/WA/Lynnwood/15414-35th-Ave-W-98087/unit-5/home/2895891,NWMLS,1459179,N,Y,47.8585158,-122.2821752
MLS Listing,,Condo/Co-op,3302 Lake Washington Blvd N #2,Renton,WA,98056,454000,2,1.5,Kennydale,980,5808,1982,128,463,200,Active,,,http://www.redfin.com/WA/Renton/3302-Lake-Washington-Blvd-N-98056/unit-2/home/166733404,NWMLS,1458765,N,Y,47.5209355,-122.2084006
MLS Listing,,Condo/Co-op,3302 Lake Washington Blvd N #4,Renton,WA,98056,421000,2,1.5,Kennydale,980,5808,1982,128,430,200,Active,,,http://www.redfin.com/WA/Renton/3302-Lake-Washington-Blvd-N-98056/unit-4/home/166733403,NWMLS,1458773,N,Y,47.5209355,-122.2084006
MLS Listing,,Single Family Residential,24514 11th Ave S,Des Moines,WA,98198,354950,2,1.75,Huntington Park,1200,3920,1976,128,296,100,Active,,,http://www.redfin.com/WA/Des-Moines/24514-11th-Ave-S-98198/home/202121,NWMLS,1456487,N,Y,47.3814724,-122.3195538
MLS Listing,,Condo/Co-op,19764 3rd Ave NW Unit D45,Poulsbo,WA,98370,235000,2,1.0,Poulsbo,888,,1978,128,265,550,Active,,,http://www.redfin.com/WA/Poulsbo/19764-3rd-Ave-NW-98370/unit-D45/home/2505309,NWMLS,1459332,N,Y,47.7423577,-122.6541646
MLS Listing,,Vacant Land,12608 101st Av Ct NW,Gig Harbor,WA,98329,249999,0,,Key Peninsula,,31710,,129,,,Active,,,http://www.redfin.com/WA/Gig-Harbor/12608-101st-Avenue-Ct-NW-98329/home/148116323,NWMLS,1458172,N,Y,47.3733164,-122.6732037
MLS Listing,,Vacant Land,12615 101st Av Ct NW,Gig Harbor,WA,98329,199999,0,,Key Peninsula,,37772,,129,,,Active,,,http://www.redfin.com/WA/Gig-Harbor/12615-101st-Ave-Ct-NW-98329/home/23073860,NWMLS,1458173,N,Y,47.3732339,-122.6720479
MLS Listing,,Vacant Land,12609 101ST Av Ct NW,Gig Harbor,WA,98329,199999,0,,Key Peninsula,,42159,,129,,,Active,,,http://www.redfin.com/WA/Gig-Harbor/12609-101st-Ave-Ct-NW-98329/home/23073861,NWMLS,1458174,N,Y,47.37297,-122.672142
MLS Listing,,Vacant Land,126 101 st Av Ct NW,Gig Harbor,WA,98329,249999,0,,Key Peninsula,,21000,,129,,,Active,,,http://www.redfin.com/WA/Gig-Harbor/126-101st-Avenue-Ct-NW-98329/home/103875435,NWMLS,1458175,N,Y,47.372615,-122.673033
MLS Listing,,Condo/Co-op,8812 20th Ave NE Unit A103,Seattle,WA,98115,449950,2,1.75,Maple Leaf,1128,,1979,129,399,451,Active,,,http://www.redfin.com/WA/Seattle/8812-20th-Ave-NE-98115/unit-A103/home/55333,NWMLS,1447348,N,Y,47.6924334,-122.3062803
MLS Listing,,Condo/Co-op,1800 NE 40th St Unit D102,Renton,WA,98056,375000,2,1.75,Renton,1204,,1999,129,311,462,Active,,,http://www.redfin.com/WA/Renton/1800-NE-40th-St-98056/unit-D102/home/30106,NWMLS,1458758,N,Y,47.5283283,-122.1943309
MLS Listing,,Single Family Residential,143 N Rainier Ave,Bremerton,WA,98312,309777,4,2.0,West Bremerton,2157,4356,1918,129,144,,Active,,,http://www.redfin.com/WA/Bremerton/143-N-Rainier-Ave-98312/home/2318975,NWMLS,1458534,N,Y,47.5652468,-122.6513935
MLS Listing,,Vacant Land,11503 84th Ave S,Seattle,WA,98178,299900,0,,Bryn Mawr,,11770,,129,,,Active,,,http://www.redfin.com/WA/Seattle/11503-84th-Ave-S-98178/home/199298,NWMLS,1457891,N,Y,47.5001833,-122.2282713
MLS Listing,,Condo/Co-op,530 W Olympic Pl #410,Seattle,WA,98119,359000,1,1.0,Queen Anne,652,25726,1949,129,551,535,Active,,,http://www.redfin.com/WA/Seattle/530-W-Olympic-Pl-98119/unit-410/home/53908,NWMLS,1456054,N,Y,47.6273144,-122.3644362
MLS Listing,,Single Family Residential,722 Park Ave,Bremerton,WA,98337,249950,3,1.0,Bremerton,1370,5663,1919,130,182,,Active,,,http://www.redfin.com/WA/Bremerton/722-Park-Ave-98337/home/2205569,NWMLS,1458186,N,Y,47.5687878,-122.6299442
MLS Listing,,Single Family Residential,9021 SW Summerhurst Rd,Vashon,WA,98070,399000,1,0.75,Summerhurst,740,8625,1946,130,539,29,Active,,,http://www.redfin.com/WA/Vashon/9021-SW-Summerhurst-Rd-98070/home/523841,NWMLS,1457488,N,Y,47.3549276,-122.449098
MLS Listing,,Vacant Land,State Highway 3 NE,Poulsbo,WA,98370,150000,0,,Lofall,,215622,,130,,,Active,,,http://www.redfin.com/WA/Poulsbo/Unknown-Unknown/home/166652083,NWMLS,1457065,N,Y,47.841758,-122.61516
MLS Listing,,Townhouse,6736 29th Ave S,Seattle,WA,98108,479000,3,2.0,Beacon Hill,1440,2522,2000,130,333,369,Active,,,http://www.redfin.com/WA/Seattle/6736-29th-Ave-S-98108/home/479074,NWMLS,1457836,N,Y,47.5415353,-122.2956098
MLS Listing,,Vacant Land,187 Kenlake Pl NE,Kenmore,WA,98028,295000,0,,Kenmore,,11650,,130,,,Active,,,http://www.redfin.com/WA/Kenmore/187-Kenlake-Pl-NE-98028/home/105595920,NWMLS,1454908,N,Y,47.76283,-122.261639
MLS Listing,,Vacant Land,Beal Pl NW,Seabeck,WA,98380,149999,0,,Seabeck,,222592,,131,,,Active,,,http://www.redfin.com/WA/Unknown/Beal-Pl-NW-98380/home/17509545,NWMLS,1454357,N,Y,47.620313,-122.886128
MLS Listing,,Condo/Co-op,500 Paradise Ln #200,Edmonds,WA,98020,425000,2,1.75,Edmonds Bowl,1331,29487,1976,131,319,350,Active,,,http://www.redfin.com/WA/Edmonds/500-Paradise-Ln-98020/unit-200/home/2776217,NWMLS,1453054,N,Y,47.7974751,-122.3763042
MLS Listing,,Single Family Residential,4218 Andasio Lp SE,Port Orchard,WA,98366,401990,3,2.5,South Kitsap,1900,4040,2019,131,212,40,Active,September-23-2019 11:00 AM,September-23-2019 04:00 PM,http://www.redfin.com/WA/Port-Orchard/4385-Andasio-Loop-SE-98366/home/146465870,NWMLS,1457050,N,Y,47.508537,-122.635165
MLS Listing,,Vacant Land,Lot#1 Dancing Deer Way,Seabeck,WA,98380,199900,0,,Seabeck,,217800,,131,,,Active,,,http://www.redfin.com/WA/Seabeck/Lot1-NW-Dancing-Deer-Way-Unknown/home/166590727,NWMLS,1456939,N,Y,47.633171,-122.821373
MLS Listing,,Single Family Residential,4585 Keppel Lp SW,Port Orchard,WA,98367,456940,4,2.5,McCormick,2364,5012,2019,131,193,60,Active,,,http://www.redfin.com/WA/Port-Orchard/4585-S-Saint-W-98366/home/166589347,NWMLS,1456881,N,Y,47.507239,-122.675438
MLS Listing,,Vacant Land,2001 Bonair Dr SW,Seattle,WA,98116,325000,0,,Alki,,6600,,131,,,Active,,,http://www.redfin.com/WA/Seattle/2001-Bonair-Dr-SW-98116/home/146011092,NWMLS,1452102,N,Y,47.5856944,-122.3968618
MLS Listing,,Vacant Land,Alaska Ave E Unit x3,Manchester,WA,98366,100000,0,,Manchester,,10454,,132,,,Active,,,http://www.redfin.com/WA/Manchester/Alaska-Ave-E-98366/unit-x3/home/166584810,NWMLS,1456525,N,Y,47.558782,-122.552478
MLS Listing,,Vacant Land,5564 Kina Pl SE,Port Orchard,WA,98367,135000,0,,South Kitsap,,100624,,132,,,Active,,,http://www.redfin.com/WA/Unknown/5564-American-Pl-SE-98367/home/166574950,NWMLS,1456378,N,Y,47.499452,-122.566383
MLS Listing,,Single Family Residential,25409 180th Ave SE,Covington,WA,98042,399000,1,1.0,Covington,900,110206,1993,133,443,,Active,,,http://www.redfin.com/WA/Covington/25409-180th-Ave-SE-98042/home/394498,NWMLS,1454709,N,Y,47.3741879,-122.103004
MLS Listing,,Single Family Residential,1022 SW Henderson St,Seattle,WA,98106,450000,0,,Highland Park,2116,4800,1922,133,213,,Active,,,http://www.redfin.com/WA/Seattle/1022-SW-Henderson-St-98106/home/147378382,NWMLS,1455642,N,Y,47.5230198,-122.3491067
MLS Listing,,Vacant Land,Central Valley Rd NW,Bremerton,WA,98311,280000,0,,Parkwood East,,43822,,133,,,Active,,,http://www.redfin.com/WA/Bremerton/Central-Valley-Rd-NE-98311/home/28506741,NWMLS,1455258,N,Y,47.641782,-122.649932
MLS Listing,,Single Family Residential,1009 Nathan Adrian Dr,Bremerton,WA,98310,367950,3,2.5,Manette,2110,2142,2019,133,174,,Active,September-22-2019 11:00 AM,September-22-2019 05:00 PM,http://www.redfin.com/WA/Bremerton/1009-Nathan-Adrian-Dr-98310/home/166464574,NWMLS,1455620,N,Y,47.582091,-122.618511
MLS Listing,,Single Family Residential,2258 Seringa Ave,Bremerton,WA,98310,367950,3,2.5,Manette,2110,2142,2019,133,174,,Active,September-22-2019 11:00 AM,September-22-2019 05:00 PM,http://www.redfin.com/WA/Bremerton/2258-Seringa-Ave-98310/home/166464007,NWMLS,1455623,N,Y,47.5811668,-122.6214612
MLS Listing,,Single Family Residential,2259 Seringa Ave,Bremerton,WA,98310,369950,4,2.5,Manette,2111,4231,2019,133,175,,Active,September-22-2019 11:00 AM,September-22-2019 05:00 PM,http://www.redfin.com/WA/Bremerton/2259-Seringa-Ave-98310/home/166460184,NWMLS,1455601,N,Y,47.5809496,-122.622083
